    #Energy        TDOS
    #TDOS obtained from EIGENVAL file
    -6.17824     0.01066
    -6.17324     0.01200
    -6.16824     0.01349
    -6.16324     0.01515
    -6.15824     0.01700
    -6.15324     0.01905
    -6.14824     0.02133
    -6.14324     0.02385
    -6.13824     0.02664
    -6.13324     0.02972
    -6.12824     0.03313
    -6.12324     0.03689
    -6.11824     0.04103
    -6.11324     0.04559
    -6.10824     0.05059
    -6.10324     0.05609
    -6.09824     0.06212
    -6.09324     0.06873
    -6.08824     0.07595
    -6.08324     0.08385
    -6.07824     0.09247
    -6.07324     0.10187
    -6.06824     0.11211
    -6.06324     0.12325
    -6.05824     0.13535
    -6.05324     0.14848
    -6.04824     0.16271
    -6.04324     0.17813
    -6.03824     0.19480
    -6.03324     0.21281
    -6.02824     0.23224
    -6.02324     0.25319
    -6.01824     0.27574
    -6.01324     0.29999
    -6.00824     0.32604
    -6.00324     0.35399
    -5.99824     0.38394
    -5.99324     0.41600
    -5.98824     0.45028
    -5.98324     0.48690
    -5.97824     0.52596
    -5.97324     0.56758
    -5.96824     0.61189
    -5.96324     0.65900
    -5.95824     0.70903
    -5.95324     0.76210
    -5.94824     0.81834
    -5.94324     0.87787
    -5.93824     0.94082
    -5.93324     1.00730
    -5.92824     1.07744
    -5.92324     1.15135
    -5.91824     1.22916
    -5.91324     1.31099
    -5.90824     1.39695
    -5.90324     1.48714
    -5.89824     1.58169
    -5.89324     1.68070
    -5.88824     1.78426
    -5.88324     1.89249
    -5.87824     2.00546
    -5.87324     2.12328
    -5.86824     2.24602
    -5.86324     2.37376
    -5.85824     2.50659
    -5.85324     2.64456
    -5.84824     2.78774
    -5.84324     2.93620
    -5.83824     3.08997
    -5.83324     3.24911
    -5.82824     3.41367
    -5.82324     3.58366
    -5.81824     3.75913
    -5.81324     3.94010
    -5.80824     4.12659
    -5.80324     4.31862
    -5.79824     4.51619
    -5.79324     4.71932
    -5.78824     4.92802
    -5.78324     5.14228
    -5.77824     5.36211
    -5.77324     5.58750
    -5.76824     5.81845
    -5.76324     6.05496
    -5.75824     6.29703
    -5.75324     6.54465
    -5.74824     6.79783
    -5.74324     7.05655
    -5.73824     7.32084
    -5.73324     7.59069
    -5.72824     7.86611
    -5.72324     8.14713
    -5.71824     8.43375
    -5.71324     8.72600
    -5.70824     9.02391
    -5.70324     9.32751
    -5.69824     9.63685
    -5.69324     9.95196
    -5.68824    10.27290
    -5.68324    10.59973
    -5.67824    10.93250
    -5.67324    11.27128
    -5.66824    11.61614
    -5.66324    11.96715
    -5.65824    12.32439
    -5.65324    12.68793
    -5.64824    13.05786
    -5.64324    13.43424
    -5.63824    13.81716
    -5.63324    14.20669
    -5.62824    14.60290
    -5.62324    15.00584
    -5.61824    15.41557
    -5.61324    15.83213
    -5.60824    16.25556
    -5.60324    16.68587
    -5.59824    17.12306
    -5.59324    17.56712
    -5.58824    18.01801
    -5.58324    18.47568
    -5.57824    18.94004
    -5.57324    19.41097
    -5.56824    19.88835
    -5.56324    20.37200
    -5.55824    20.86173
    -5.55324    21.35729
    -5.54824    21.85842
    -5.54324    22.36481
    -5.53824    22.87611
    -5.53324    23.39194
    -5.52824    23.91187
    -5.52324    24.43543
    -5.51824    24.96210
    -5.51324    25.49135
