    #Energy        TDOS
    #TDOS obtained from EIGENVAL file
    -6.00236     5.95338
    -5.99736     6.00733
    -5.99236     6.05944
    -5.98736     6.10995
    -5.98236     6.15914
    -5.97736     6.20731
    -5.97236     6.25478
    -5.96736     6.30189
    -5.96236     6.34901
    -5.95736     6.39652
    -5.95236     6.44483
    -5.94736     6.49435
    -5.94236     6.54554
    -5.93736     6.59882
    -5.93236     6.65467
    -5.92736     6.71355
    -5.92236     6.77594
    -5.91736     6.84232
    -5.91236     6.91316
    -5.90736     6.98896
    -5.90236     7.07018
    -5.89736     7.15730
    -5.89236     7.25078
    -5.88736     7.35106
    -5.88236     7.45859
    -5.87736     7.57378
    -5.87236     7.69703
    -5.86736     7.82872
    -5.86236     7.96919
    -5.85736     8.11877
    -5.85236     8.27776
    -5.84736     8.44641
    -5.84236     8.62496
    -5.83736     8.81359
    -5.83236     9.01245
    -5.82736     9.22166
    -5.82236     9.44128
    -5.81736     9.67135
    -5.81236     9.91184
    -5.80736    10.16270
    -5.80236    10.42380
    -5.79736    10.69501
    -5.79236    10.97610
    -5.78736    11.26683
    -5.78236    11.56691
    -5.77736    11.87598
    -5.77236    12.19365
    -5.76736    12.51949
    -5.76236    12.85301
    -5.75736    13.19368
    -5.75236    13.54094
    -5.74736    13.89417
    -5.74236    14.25273
    -5.73736    14.61592
    -5.73236    14.98303
    -5.72736    15.35330
    -5.72236    15.72595
    -5.71736    16.10016
    -5.71236    16.47512
    -5.70736    16.84994
    -5.70236    17.22378
    -5.69736    17.59572
    -5.69236    17.96488
    -5.68736    18.33034
    -5.68236    18.69119
    -5.67736    19.04652
    -5.67236    19.39540
    -5.66736    19.73694
    -5.66236    20.07024
    -5.65736    20.39440
    -5.65236    20.70855
    -5.64736    21.01185
    -5.64236    21.30347
    -5.63736    21.58261
    -5.63236    21.84848
    -5.62736    22.10036
    -5.62236    22.33752
    -5.61736    22.55930
    -5.61236    22.76508
    -5.60736    22.95426
    -5.60236    23.12630
    -5.59736    23.28070
    -5.59236    23.41702
    -5.58736    23.53485
    -5.58236    23.63386
    -5.57736    23.71374
    -5.57236    23.77427
    -5.56736    23.81524
    -5.56236    23.83655
    -5.55736    23.83810
    -5.55236    23.81989
    -5.54736    23.78195
    -5.54236    23.72439
    -5.53736    23.64734
    -5.53236    23.55101
    -5.52736    23.43567
    -5.52236    23.30163
    -5.51736    23.14925
    -5.51236    22.97895
    -5.50736    22.79119
    -5.50236    22.58649
    -5.49736    22.36540
    -5.49236    22.12854
    -5.48736    21.87654
    -5.48236    21.61009
    -5.47736    21.32992
    -5.47236    21.03678
    -5.46736    20.73147
